Sun,1988500E+24,695700,-1.324301262884723E+06,3.801416825498965E+05,2.782284354262869E+04,-4.204793808324225E-03,-1.515836721494414E-02,2.209037769461261E-04,-256
Mars,6.4171E+23,3389.92,6.414535515980681E+07,-2.019291792787163E+08,-5.818099096479312E+06,2.396039627031758E+01,9.528257390014964E+00,-3.876195554919470E-01,-14336
Earth,5.97219E+24,6378.137,-1.459350671916971E+08,-3.806930330719827E+07,3.048959069063701E+04,7.175002175326246E+00,-2.892410394373547E+01,5.477274558707279E-04,-16711936
Earth's moon,7.349E+22,1738.0,-1.457239235691766E+08,-3.772959874223623E+07,3.396848842613399E+04,6.361597482372704E+00,-2.837945790713707E+01,8.933444813352054E-02,-1
Venus,48.685E+23,6051.84,-4.335336626819682E+07,-9.966878446852402E+07,1.079589034697078E+06,3.204363173884781E+01,-1.373054735722990E+01,-2.037297113676309E+00,-4144960
Mercury,3.302E+23,2440,4.391116481032061E+07,2.025197531710622E+07,-2.497578297842043E+06,-2.907491933351989E+01,4.674149013585001E+01,6.487686355654706E+00,-1
Jupiter,189818722E+19,69911,7.249654074493774E+08,-1.615038456063939E+08,-1.554925977234549E+07,2.686493767203832E+00,1.336481301453066E+01,-1.155732862782077E-01,-6724096
Saturn,5.6834E+26,60268,1.090029964077259E+09,-1.000384748786346E+09,-2.600431168379056E+07,5.991973772416353E+00,7.096996072920238E+00,-3.619223767917119E-01,-13261
Uranus,86.813E+24,25559,2.113982844887560E+09,2.054325212183626E+09,-1.975718055388761E+07,-4.795909252216037E+00,4.566578522844446E+00,7.916174510696039E-02,-13382401
